subj,clip,child_age_mo,vetting_lab,RA,all_media,Crit0,CHI1,CHI2,CHI3,CHI4,CHI5,50%T,CA1,CA2,CA3,CA4,CA5,A1,A2,A3,A4,A5,Crit1,Crit2,Crit3,Crit4,Pass1Tally,Pass2Tally,Pass3Tally,Pass4Tally,StopRule,clip_rank,corp,CHsum,CAsum,Asum,subj_numclips_Pass0_Pass2,ranking_crit,round
7085,7085_14_31_12600.0_12900.0_2min.wav,31,BER,HL,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,12,13,12,13,PROCEED,14,ROW,5,5,5,42,standard,3
7085,7085_15_31_16800.0_17100.0_2min.wav,31,BER,HL,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,13,14,13,14,PROCEED,15,ROW,5,5,5,42,standard,1
7085,7085_16_31_10800.0_11100.0_2min.wav,31,BER,HL,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,14,15,14,15,PROCEED,16,ROW,5,5,5,42,standard,2
7085,7085_17_31_3000.0_3300.0_2min.wav,31,BER,HL,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,15,16,15,16,PROCEED,17,ROW,5,5,5,42,standard,3
7117,7117_3_15_36485.0_36785.0_2min.wav,15,ROS,CG,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,1,1,1,1,PROCEED,3,BER,5,5,5,27,standard,1
7117,7117_4_15_5285.0_5585.0_2min.wav,15,ROS,CG,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,2,2,2,2,PROCEED,4,BER,5,5,5,27,standard,2
7117,7117_5_15_5885.0_6185.0_2min.wav,15,ROS,CG,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,3,3,3,3,PROCEED,5,BER,5,5,5,27,standard,3
7117,7117_18_15_15485.0_15785.0_2min.wav,15,ROS,CG,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,8,12,4,10,PROCEED,18,BER,5,5,5,27,standard,1
7117,7117_24_15_29285.0_29585.0_2min.wav,15,ROS,CG,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,9,15,5,15,PROCEED,24,BER,5,5,5,27,standard,2
7117,7117_43_15_22085.0_22385.0_2min.wav,15,ROS,CG,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,11,25,6,27,PROCEED,43,BER,5,5,5,27,standard,3
7117,7117_46_15_20285.0_20585.0_2min.wav,15,ROS,CG,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,12,26,7,28,PROCEED,46,BER,5,5,5,27,standard,1
7117,7117_10_15_17285.0_17585.0_2min.wav,15,ROS,CG,N,PASS,1,1,1,1,1,Y,1,1,1,1,0,1,1,1,1,1,PASS,PASS,FAIL,PASS,5,7,3,6,PROCEED,10,BER,5,4,5,27,standard,2
7117,7117_27_15_25685.0_25985.0_2min.wav,15,ROS,CG,N,PASS,1,1,1,1,1,Y,1,1,1,1,0,1,1,1,1,1,PASS,PASS,FAIL,PASS,10,17,5,17,PROCEED,27,BER,5,4,5,27,standard,3
7117,7117_47_15_25085.0_25385.0_2min.wav,15,ROS,CG,N,PASS,1,1,1,1,1,Y,1,1,1,1,0,1,1,1,1,1,PASS,PASS,FAIL,PASS,13,27,7,29,PROCEED,47,BER,5,4,5,27,standard,1
7117,7117_6_15_1085.0_1385.0_2min.wav,15,ROS,CG,N,PASS,1,1,1,1,0,Y,1,1,1,1,0,1,1,1,1,1,FAIL,PASS,FAIL,PASS,3,4,3,4,PROCEED,6,BER,4,4,5,27,standard,2
7117,7117_23_15_7685.0_7985.0_2min.wav,15,ROS,CG,N,PASS,1,1,1,1,0,Y,1,1,1,1,0,1,1,1,1,1,FAIL,PASS,FAIL,PASS,8,14,4,14,PROCEED,23,BER,4,4,5,27,standard,3
7117,7117_30_15_22685.0_22985.0_2min.wav,15,ROS,CG,N,PASS,1,1,1,1,0,Y,1,1,1,1,0,1,1,1,1,1,FAIL,PASS,FAIL,PASS,10,19,5,19,PROCEED,30,BER,4,4,5,27,standard,1
7117,7117_7_15_18485.0_18785.0_2min.wav,15,ROS,CG,N,PASS,1,1,1,1,1,Y,1,1,1,0,0,1,1,1,1,1,PASS,PASS,FAIL,PASS,4,5,3,5,PROCEED,7,BER,5,3,5,27,standard,2
7117,7117_37_15_21485.0_21785.0_2min.wav,15,ROS,CG,N,PASS,1,1,1,1,0,Y,1,1,0,0,0,1,1,1,1,1,FAIL,PASS,FAIL,PASS,10,22,5,24,PROCEED,37,BER,4,2,5,27,standard,3
7132,7132_1_21_31085.0_31385.0_2min.wav,21,ROS,CG,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,1,1,1,1,PROCEED,1,ROW,5,5,5,27,standard,1
7132,7132_8_21_30485.0_30785.0_2min.wav,21,ROS,CG,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,3,4,4,6,PROCEED,8,ROW,5,5,5,27,standard,2
7132,7132_9_21_3485.0_3785.0_2min.wav,21,ROS,CG,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,4,5,5,7,PROCEED,9,ROW,5,5,5,27,standard,3
7132,7132_11_21_2285.0_2585.0_2min.wav,21,ROS,CG,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,6,7,6,9,PROCEED,11,ROW,5,5,5,27,standard,1
7132,7132_13_21_22085.0_22385.0_2min.wav,21,ROS,CG,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,7,8,7,10,PROCEED,13,ROW,5,5,5,27,standard,2
7132,7132_17_21_19685.0_19985.0_2min.wav,21,ROS,CG,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,9,10,8,12,PROCEED,17,ROW,5,5,5,27,standard,3
7132,7132_19_21_28085.0_28385.0_2min.wav,21,ROS,CG,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,10,11,9,14,PROCEED,19,ROW,5,5,5,27,standard,1
7132,7132_22_21_22685.0_22985.0_2min.wav,21,ROS,CG,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,13,14,10,16,PROCEED,22,ROW,5,5,5,27,standard,2
7132,7132_30_21_33485.0_33785.0_2min.wav,21,ROS,CG,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,18,20,11,19,PROCEED,30,ROW,5,5,5,27,standard,3
7132,7132_32_21_26885.0_27185.0_2min.wav,21,ROS,CG,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,19,21,12,20,PROCEED,32,ROW,5,5,5,27,standard,1
7132,7132_37_21_14885.0_15185.0_2min.wav,21,ROS,CG,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,21,25,14,24,PROCEED,37,ROW,5,5,5,27,standard,2
7132,7132_38_21_32885.0_33185.0_2min.wav,21,ROS,CG,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,22,26,15,25,PROCEED,38,ROW,5,5,5,27,standard,3
7132,7132_10_21_19085.0_19385.0_2min.wav,21,ROS,CG,N,PASS,1,1,1,1,1,Y,1,1,1,1,0,1,1,1,1,1,PASS,PASS,FAIL,PASS,5,6,5,8,PROCEED,10,ROW,5,4,5,27,standard,1
7132,7132_16_21_23885.0_24185.0_2min.wav,21,ROS,CG,N,PASS,1,1,1,1,1,Y,1,1,1,1,0,1,1,1,1,1,PASS,PASS,FAIL,PASS,8,9,7,11,PROCEED,16,ROW,5,4,5,27,standard,2
7132,7132_21_21_0485.0_0785.0_2min.wav,21,ROS,CG,N,PASS,1,1,1,1,1,Y,1,1,1,1,0,1,1,1,1,1,PASS,PASS,FAIL,PASS,12,13,9,15,PROCEED,21,ROW,5,4,5,27,standard,3
7437,7437_4_21_40800.0_41100.0_2min.wav,21,BER,IT,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,4,3,1,2,PROCEED,4,ROW,5,5,5,30,standard,1
7437,7437_7_21_32400.0_32700.0_2min.wav,21,BER,IT,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,7,6,2,4,PROCEED,7,ROW,5,5,5,30,standard,2
7437,7437_12_21_4800.0_5100.0_2min.wav,21,BER,IT,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,11,7,4,7,PROCEED,12,ROW,5,5,5,30,standard,3
7437,7437_13_21_24000.0_24300.0_2min.wav,21,BER,IT,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,12,8,5,8,PROCEED,13,ROW,5,5,5,30,standard,1
7437,7437_20_21_1800.0_2100.0_2min.wav,21,BER,IT,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,17,15,7,12,PROCEED,20,ROW,5,5,5,30,standard,2
7437,7437_24_21_41400.0_41700.0_2min.wav,21,BER,IT,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,19,17,10,16,PROCEED,24,ROW,5,5,5,30,standard,3
7437,7437_28_21_33600.0_33900.0_2min.wav,21,BER,IT,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,21,18,13,19,PROCEED,28,ROW,5,5,5,30,standard,1
7437,7437_34_21_23400.0_23700.0_2min.wav,21,BER,HL,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,24,20,16,24,PROCEED,34,ROW,5,5,5,30,standard,2
7437,7437_38_21_36600.0_36900.0_2min.wav,21,BER,HL,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,25,21,17,27,PROCEED,38,ROW,5,5,5,30,standard,3
7437,7437_39_21_3000.0_3300.0_2min.wav,21,BER,HL,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,26,22,18,28,PROCEED,39,ROW,5,5,5,30,standard,1
7437,7437_17_21_9600.0_9900.0_2min.wav,21,BER,IT,N,PASS,1,1,0,0,0,Y,1,1,1,1,1,1,1,1,1,1,FAIL,PASS,PASS,PASS,14,12,6,11,PROCEED,17,ROW,2,5,5,30,standard,2
7437,7437_32_21_21600.0_21900.0_2min.wav,21,BER,HL,N,PASS,1,1,1,1,1,Y,1,1,1,1,0,1,1,1,1,1,PASS,PASS,FAIL,PASS,23,19,15,22,PROCEED,32,ROW,5,4,5,30,standard,3
7437,7437_40_21_36000.0_36300.0_2min.wav,21,BER,HL,N,PASS,1,1,1,1,1,Y,1,1,1,1,0,1,1,1,1,1,PASS,PASS,FAIL,PASS,27,23,18,29,PROCEED,40,ROW,5,4,5,30,standard,1
7437,7437_47_21_6000.0_6300.0_2min.wav,21,BER,HL,N,PASS,1,1,1,1,1,Y,1,1,1,1,0,1,1,1,1,1,PASS,PASS,FAIL,PASS,31,27,18,36,PROCEED,47,ROW,5,4,5,30,standard,2
7437,7437_2_21_19800.0_20100.0_2min.wav,21,BER,IT,N,PASS,1,1,1,1,1,Y,1,1,1,0,0,1,1,1,1,1,PASS,PASS,FAIL,PASS,2,1,0,1,PROCEED,2,ROW,5,3,5,30,standard,3
7928,7928_5_3_14285.0_14585.0_2min.wav,3,SOD,CD,N,PASS,1,1,1,1,0,Y,1,1,1,1,1,1,1,1,1,1,FAIL,PASS,PASS,PASS,0,1,2,5,PROCEED,5,WAR,4,5,5,13,exception,1
7928,7928_23_3_21485.0_21785.0_2min.wav,3,SOD,CD,N,PASS,1,1,1,1,1,Y,1,1,0,0,0,1,1,1,1,1,PASS,PASS,FAIL,PASS,4,11,5,22,PROCEED,23,WAR,5,2,5,13,exception,2
7928,7928_11_3_14885.0_15185.0_2min.wav,3,SOD,CD,N,PASS,1,1,1,0,0,Y,1,1,0,0,0,1,1,1,1,1,FAIL,PASS,FAIL,PASS,2,4,3,11,PROCEED,11,WAR,3,2,5,13,exception,3
7928,7928_17_3_25085.0_25385.0_2min.wav,3,SOD,CD,N,PASS,1,0,0,0,0,Y,1,1,0,0,0,1,1,1,1,0,FAIL,PASS,FAIL,FAIL,2,7,5,16,PROCEED,17,WAR,1,2,4,13,exception,1
7928,7928_21_3_23285.0_23585.0_2min.wav,3,SOD,CD,N,PASS,1,1,1,1,1,Y,1,0,0,0,0,1,1,1,1,1,PASS,PASS,FAIL,PASS,3,10,5,20,PROCEED,21,WAR,5,1,5,13,exception,2
7928,7928_14_3_15485.0_15785.0_2min.wav,3,SOD,CD,N,PASS,1,1,0,0,0,Y,1,0,0,0,0,1,1,1,1,1,FAIL,PASS,FAIL,PASS,2,5,4,14,PROCEED,14,WAR,2,1,5,13,exception,3
7928,7928_15_3_17885.0_18185.0_2min.wav,3,SOD,CD,N,PASS,1,0,0,0,0,Y,1,0,0,0,0,1,1,1,1,1,FAIL,PASS,FAIL,PASS,2,6,4,15,PROCEED,15,WAR,1,1,5,13,exception,1
7928,7928_6_3_24485.0_24785.0_2min.wav,3,SOD,CD,N,PASS,1,1,1,1,1,Y,0,0,0,0,0,1,1,1,1,1,PASS,PASS,FAIL,PASS,1,2,2,6,PROCEED,6,WAR,5,0,5,13,exception,2
7928,7928_7_3_3485.0_3785.0_2min.wav,3,SOD,CD,N,PASS,1,1,1,1,1,Y,0,0,0,0,0,1,1,1,1,1,PASS,PASS,FAIL,PASS,2,3,2,7,PROCEED,7,WAR,5,0,5,13,exception,3
7928,7928_26_3_19685.0_19985.0_2min.wav,3,SOD,CD,N,PASS,1,1,1,1,1,Y,0,0,0,0,0,1,1,1,1,1,PASS,PASS,FAIL,PASS,5,13,5,25,PROCEED,26,WAR,5,0,5,13,exception,1
7928,7928_18_3_16085.0_16385.0_2min.wav,3,SOD,CD,N,PASS,1,1,1,0,0,Y,0,0,0,0,0,1,1,1,1,1,FAIL,PASS,FAIL,PASS,2,8,5,17,PROCEED,18,WAR,3,0,5,13,exception,2
7928,7928_20_3_2285.0_2585.0_2min.wav,3,SOD,CD,N,PASS,1,1,1,0,0,Y,0,0,0,0,0,1,1,1,1,1,FAIL,PASS,FAIL,PASS,2,9,5,19,PROCEED,20,WAR,3,0,5,13,exception,3
7928,7928_24_3_1685.0_1985.0_2min.wav,3,SOD,CD,N,PASS,1,0,0,0,0,Y,0,0,0,0,0,1,1,1,1,1,FAIL,PASS,FAIL,PASS,4,12,5,23,PROCEED,24,WAR,1,0,5,13,exception,1
7928,7928_2_3_23885.0_24185.0_2min.wav,3,SOD,CD,N,PASS,1,1,0,0,0,N,1,1,1,1,1,1,1,1,1,1,FAIL,FAIL,PASS,PASS,0,0,1,2,PROCEED,2,WAR,2,5,5,13,exception,2
7928,7928_10_3_22685.0_22985.0_2min.wav,3,SOD,CD,N,PASS,0,0,0,0,0,N,1,1,1,1,1,1,1,1,1,1,FAIL,FAIL,PASS,PASS,2,3,3,10,PROCEED,10,WAR,0,5,5,13,exception,3
8340,8340_10_17_2885.0_3185.0_2min.wav,17,BER,IT,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,3,2,1,4,PROCEED,10,ROS,5,5,5,7,exception,1
8340,8340_20_17_10085.0_10385.0_2min.wav,17,BER,IT,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,4,6,2,10,PROCEED,20,ROS,5,5,5,7,exception,2
8340,8340_11_17_4085.0_4385.0_2min.wav,17,BER,IT,N,PASS,1,1,1,1,0,Y,1,1,0,0,0,1,1,1,1,1,FAIL,PASS,FAIL,PASS,3,3,1,5,PROCEED,11,ROS,4,2,5,7,exception,3
8340,8340_6_17_6485.0_6785.0_2min.wav,17,BER,IT,N,PASS,1,1,1,1,1,Y,1,0,0,0,0,1,0,0,0,0,PASS,PASS,FAIL,FAIL,2,1,0,2,PROCEED,6,ROS,5,1,1,7,exception,1
8340,8340_19_17_1085.0_1385.0_2min.wav,17,BER,IT,N,PASS,1,1,1,0,0,Y,1,0,0,0,0,1,1,1,1,1,FAIL,PASS,FAIL,PASS,3,5,1,9,PROCEED,19,ROS,3,1,5,7,exception,2
8340,8340_21_17_9485.0_9785.0_2min.wav,17,BER,IT,N,PASS,1,0,0,0,0,Y,1,0,0,0,0,1,1,1,0,0,FAIL,PASS,FAIL,FAIL,4,7,2,10,PROCEED,21,ROS,1,1,3,7,exception,3
8340,8340_18_17_3485.0_3785.0_2min.wav,17,BER,IT,N,PASS,1,0,0,0,0,Y,1,0,0,0,0,1,1,0,0,0,FAIL,PASS,FAIL,FAIL,3,4,1,8,PROCEED,18,ROS,1,1,2,7,exception,1
8340,8340_2_17_7085.0_7385.0_2min.wav,17,BER,IT,N,PASS,1,1,1,1,1,N,1,1,1,1,0,1,0,0,0,0,PASS,FAIL,FAIL,FAIL,1,0,0,1,PROCEED,2,ROS,5,4,1,7,exception,2
8340,8340_4_17_8285.0_8585.0_2min.wav,17,BER,IT,N,PASS,1,0,0,0,0,N,1,1,1,0,0,1,1,1,1,1,FAIL,FAIL,FAIL,PASS,1,0,0,2,PROCEED,4,ROS,1,3,5,7,exception,3
8340,8340_9_17_11285.0_11585.0_2min.wav,17,BER,IT,N,PASS,1,1,1,0,0,N,1,1,0,0,0,1,1,1,1,1,FAIL,FAIL,FAIL,PASS,2,1,0,3,PROCEED,9,ROS,3,2,5,7,exception,1
8340,8340_17_17_8885.0_9185.0_2min.wav,17,BER,IT,N,PASS,0,0,0,0,0,N,1,1,0,0,0,1,1,1,0,0,FAIL,FAIL,FAIL,FAIL,3,3,1,8,PROCEED,17,ROS,0,2,3,7,exception,2
8340,8340_8_17_10685.0_10985.0_2min.wav,17,BER,IT,N,PASS,1,1,1,0,0,N,1,0,0,0,0,1,1,0,0,0,FAIL,FAIL,FAIL,FAIL,2,1,0,2,PROCEED,8,ROS,3,1,2,7,exception,3
8340,8340_3_17_7685.0_7985.0_2min.wav,17,BER,IT,N,PASS,1,1,0,0,0,N,1,0,0,0,0,1,0,0,0,0,FAIL,FAIL,FAIL,FAIL,1,0,0,1,PROCEED,3,ROS,2,1,1,7,exception,1
8340,8340_12_17_0485.0_0785.0_2min.wav,17,BER,IT,N,PASS,1,0,0,0,0,N,1,0,0,0,0,1,1,1,1,1,FAIL,FAIL,FAIL,PASS,3,3,1,6,PROCEED,12,ROS,1,1,5,7,exception,2
8340,8340_16_17_1685.0_1985.0_2min.wav,17,BER,IT,N,PASS,0,0,0,0,0,N,1,0,0,0,0,1,1,1,1,1,FAIL,FAIL,FAIL,PASS,3,3,1,8,PROCEED,16,ROS,0,1,5,7,exception,3
8496,8496_1_10_10085.0_10385.0_2min.wav,10,ROS,CG,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,1,1,1,1,PROCEED,1,SOD,5,5,5,28,standard,1
8496,8496_2_10_9485.0_9785.0_2min.wav,10,ROS,CG,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,2,2,2,2,PROCEED,2,SOD,5,5,5,28,standard,2
8496,8496_3_10_26885.0_27185.0_2min.wav,10,ROS,CG,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,3,3,3,3,PROCEED,3,SOD,5,5,5,28,standard,3
8496,8496_14_10_28085.0_28385.0_2min.wav,10,ROS,CG,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,8,12,4,11,PROCEED,14,SOD,5,5,5,28,standard,1
8496,8496_17_10_22085.0_22385.0_2min.wav,10,ROS,CG,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,11,15,5,13,PROCEED,17,SOD,5,5,5,28,standard,2
8496,8496_35_10_31685.0_31985.0_2min.wav,10,ROS,CG,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,16,25,6,25,PROCEED,35,SOD,5,5,5,28,standard,3
8496,8496_36_10_30485.0_30785.0_2min.wav,10,ROS,CG,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,17,26,7,26,PROCEED,36,SOD,5,5,5,28,standard,1
8496,8496_13_10_20285.0_20585.0_2min.wav,10,ROS,CG,N,PASS,1,1,1,1,1,Y,1,1,1,1,0,1,1,1,1,1,PASS,PASS,FAIL,PASS,7,11,3,10,PROCEED,13,SOD,5,4,5,28,standard,2
8496,8496_16_10_24485.0_24785.0_2min.wav,10,ROS,CG,N,PASS,1,1,1,1,1,Y,1,1,1,0,0,1,1,1,1,1,PASS,PASS,FAIL,PASS,10,14,4,12,PROCEED,16,SOD,5,3,5,28,standard,3
8496,8496_15_10_26285.0_26585.0_2min.wav,10,ROS,CG,N,PASS,1,1,1,1,1,Y,1,1,1,0,0,1,1,1,1,0,PASS,PASS,FAIL,FAIL,9,13,4,11,PROCEED,15,SOD,5,3,4,28,standard,1
8496,8496_20_10_2885.0_3185.0_2min.wav,10,ROS,CG,N,PASS,1,1,1,0,0,Y,1,1,1,0,0,1,1,1,1,1,FAIL,PASS,FAIL,PASS,12,17,5,14,PROCEED,20,SOD,3,3,5,28,standard,2
8496,8496_21_10_22685.0_22985.0_2min.wav,10,ROS,CG,N,PASS,1,1,1,0,0,Y,1,1,1,0,0,1,1,1,1,1,FAIL,PASS,FAIL,PASS,12,18,5,15,PROCEED,21,SOD,3,3,5,28,standard,3
8496,8496_40_10_18485.0_18785.0_2min.wav,10,ROS,CG,N,PASS,1,1,1,0,0,Y,1,1,1,0,0,1,1,1,1,1,FAIL,PASS,FAIL,PASS,17,28,7,29,PROCEED,40,SOD,3,3,5,28,standard,1
8496,8496_10_10_0000.0_0300.0_2min.wav,10,ROS,CG,N,PASS,1,1,1,1,1,Y,1,1,0,0,0,1,1,1,1,1,PASS,PASS,FAIL,PASS,6,10,3,8,PROCEED,10,SOD,5,2,5,28,standard,2
8496,8496_32_10_19685.0_19985.0_2min.wav,10,ROS,CG,N,PASS,1,1,1,1,1,Y,1,1,0,0,0,1,1,1,1,1,PASS,PASS,FAIL,PASS,15,24,5,22,PROCEED,32,SOD,5,2,5,28,standard,3
8560,8560_3_10_8885.0_9185.0_2min.wav,10,BER,HG,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,1,2,1,1,PROCEED,3,SOD,5,5,5,49,standard,1
8560,8560_12_10_19685.0_19985.0_2min.wav,10,BER,HG,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,5,11,2,6,PROCEED,12,SOD,5,5,5,49,standard,2
8560,8560_29_10_31085.0_31385.0_2min.wav,10,BER,HG,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,16,28,3,17,PROCEED,29,SOD,5,5,5,49,standard,3
8560,8560_34_10_29885.0_30185.0_2min.wav,10,BER,HG,N,PASS,1,1,1,1,1,Y,1,1,1,1,1,1,1,1,1,1,PASS,PASS,PASS,PASS,19,33,4,19,PROCEED,34,SOD,5,5,5,49,standard,1
8560,8560_25_10_31685.0_31985.0_2min.wav,10,BER,HG,N,PASS,1,1,1,1,1,Y,1,1,1,0,0,1,1,1,1,1,PASS,PASS,FAIL,PASS,12,24,2,13,PROCEED,25,SOD,5,3,5,49,standard,2
8560,8560_27_10_7085.0_7385.0_2min.wav,10,BER,HG,N,PASS,1,1,1,1,1,Y,1,1,1,0,0,1,1,1,1,1,PASS,PASS,FAIL,PASS,14,26,2,15,PROCEED,27,SOD,5,3,5,49,standard,3
8560,8560_11_10_33485.0_33785.0_2min.wav,10,BER,HG,N,PASS,1,1,1,1,0,Y,1,1,1,0,0,1,1,1,1,1,FAIL,PASS,FAIL,PASS,4,10,1,5,PROCEED,11,SOD,4,3,5,49,standard,1
8560,8560_18_10_8285.0_8585.0_2min.wav,10,BER,HG,N,PASS,1,1,1,0,0,Y,1,1,1,0,0,1,1,1,1,1,FAIL,PASS,FAIL,PASS,9,17,2,10,PROCEED,18,SOD,3,3,5,49,standard,2
8560,8560_13_10_36485.0_36785.0_2min.wav,10,BER,HG,N,PASS,1,1,1,1,1,Y,1,1,0,0,0,1,1,1,1,1,PASS,PASS,FAIL,PASS,6,12,2,7,PROCEED,13,SOD,5,2,5,49,standard,3
8560,8560_15_10_22685.0_22985.0_2min.wav,10,BER,HG,N,PASS,1,1,1,1,1,Y,1,1,0,0,0,1,1,1,1,1,PASS,PASS,FAIL,PASS,8,14,2,8,PROCEED,15,SOD,5,2,5,49,standard,1
8560,8560_28_10_37685.0_37985.0_2min.wav,10,BER,HG,N,PASS,1,1,1,1,1,Y,1,1,0,0,0,1,1,1,1,1,PASS,PASS,FAIL,PASS,15,27,2,16,PROCEED,28,SOD,5,2,5,49,standard,2
8560,8560_8_10_20285.0_20585.0_2min.wav,10,BER,HG,N,PASS,1,1,1,1,1,Y,1,1,0,0,0,1,1,1,0,0,PASS,PASS,FAIL,FAIL,3,7,1,3,PROCEED,8,SOD,5,2,3,49,standard,3
8560,8560_33_10_10085.0_10385.0_2min.wav,10,BER,HG,N,PASS,1,1,1,1,1,Y,1,1,0,0,0,1,1,1,0,0,PASS,PASS,FAIL,FAIL,18,32,3,18,PROCEED,33,SOD,5,2,3,49,standard,1
8560,8560_35_10_35285.0_35585.0_2min.wav,10,BER,HG,N,PASS,1,1,1,1,1,Y,1,1,0,0,0,1,1,0,0,0,PASS,PASS,FAIL,FAIL,20,34,4,19,PROCEED,35,SOD,5,2,2,49,standard,2
8560,8560_30_10_35885.0_36185.0_2min.wav,10,BER,HG,N,PASS,1,1,1,1,1,Y,1,1,0,0,0,1,0,0,0,0,PASS,PASS,FAIL,FAIL,17,29,3,17,PROCEED,30,SOD,5,2,1,49,standard,3
8569,8569_18_23_5885.0_6185.0_2min.wav,23,BER,IT,N,PASS,1,0,0,0,0,Y,1,0,0,0,0,1,0,0,0,0,FAIL,PASS,FAIL,FAIL,0,2,0,2,PROCEED,18,ROS,1,1,1,3,exception,1
8569,8569_10_23_11285.0_11585.0_2min.wav,23,BER,IT,N,PASS,1,1,0,0,0,Y,0,0,0,0,0,1,1,0,0,0,FAIL,PASS,FAIL,FAIL,0,1,0,1,PROCEED,10,ROS,2,0,2,3,exception,2
